Crop,Day,Water_Requirement_Crop,Water_Requirement_Greenhouse,Motor_Run_Time_Minutes
Banana,49.0,53.43333333333333,12.717133333333333,0.763028
Banana,50.0,53.666666666666664,12.772666666666666,0.76636
Banana,51.0,53.89999999999999,12.828199999999997,0.7696919999999998
Banana,52.0,54.133333333333326,12.883733333333332,0.7730239999999998
Banana,53.0,54.36666666666667,12.939266666666667,0.7763559999999999
Banana,54.0,54.6,12.9948,0.7796879999999999
Banana,55.0,54.833333333333336,13.050333333333334,0.78302
Banana,56.0,55.06666666666667,13.10586666666667,0.7863520000000002
Banana,57.0,55.3,13.161399999999999,0.7896839999999999
Banana,58.0,55.53333333333333,13.216933333333333,0.7930159999999999
Banana,59.0,55.766666666666666,13.272466666666666,0.796348
Banana,60.0,56.0,13.328000000000001,0.7996800000000001
Banana,61.0,56.23333333333334,13.383533333333336,0.8030120000000002
Banana,62.0,56.46666666666667,13.439066666666667,0.8063440000000001
Banana,63.0,56.7,13.494600000000002,0.8096760000000002
Banana,64.0,56.93333333333334,13.550133333333333,0.8130080000000001
Banana,65.0,57.16666666666667,13.605666666666668,0.8163400000000001
Banana,66.0,57.4,13.661200000000001,0.819672
Banana,67.0,57.63333333333333,13.716733333333334,0.823004
Banana,68.0,57.86666666666667,13.772266666666667,0.826336
Banana,69.0,58.1,13.827800000000002,0.8296680000000001
Banana,70.0,58.33333333333333,13.883333333333333,0.833
Banana,71.0,58.56666666666666,13.938866666666666,0.836332
Banana,72.0,58.8,13.994399999999999,0.839664
Banana,73.0,59.03333333333333,14.049933333333334,0.8429960000000001
Banana,74.0,59.26666666666666,14.105466666666665,0.8463279999999999
Banana,75.0,59.5,14.161000000000001,0.8496600000000001
Banana,76.0,59.733333333333334,14.216533333333334,0.8529920000000001
Banana,77.0,59.96666666666667,14.272066666666667,0.8563240000000001
Banana,78.0,60.2,14.3276,0.8596560000000001
Banana,79.0,60.43333333333333,14.383133333333332,0.8629879999999999
Banana,80.0,60.666666666666664,14.438666666666668,0.8663200000000001
Banana,81.0,60.9,14.494200000000001,0.869652
Banana,82.0,61.13333333333333,14.549733333333332,0.8729839999999999
Banana,83.0,61.366666666666674,14.605266666666669,0.8763160000000001
Banana,84.0,61.60000000000001,14.660800000000002,0.8796480000000001
Banana,85.0,61.833333333333336,14.716333333333335,0.8829800000000001
Banana,86.0,62.06666666666667,14.771866666666668,0.8863120000000001
Banana,87.0,62.300000000000004,14.827400000000003,0.8896440000000002
Banana,88.0,62.53333333333333,14.882933333333332,0.892976
Banana,89.0,62.766666666666666,14.938466666666667,0.896308
Banana,90.0,63.0,14.994,0.89964
Banana,91.0,63.233333333333334,15.049533333333333,0.902972
Banana,92.0,63.46666666666667,15.10506666666667,0.9063040000000002
Banana,93.0,63.699999999999996,15.160599999999999,0.9096359999999999
Banana,94.0,63.93333333333333,15.216133333333334,0.912968
Banana,95.0,64.16666666666666,15.271666666666667,0.9163
Banana,96.0,64.39999999999999,15.3272,0.919632
Banana,97.0,64.63333333333333,15.38273333333333,0.9229639999999998
Banana,98.0,64.86666666666666,15.438266666666664,0.9262959999999998
Banana,99.0,65.10000000000001,15.4938,0.929628
Banana,100.0,65.33333333333333,15.54933333333333,0.9329599999999998
Banana,101.0,65.56666666666666,15.604866666666666,0.936292
Banana,102.0,65.8,15.660400000000001,0.9396240000000001
Banana,103.0,66.03333333333333,15.715933333333334,0.9429560000000001
Banana,104.0,66.26666666666667,15.771466666666667,0.946288
Banana,105.0,66.5,15.827000000000002,0.94962
Banana,106.0,66.73333333333333,15.882533333333335,0.952952
Banana,107.0,66.96666666666667,15.938066666666668,0.956284
Banana,108.0,67.2,15.9936,0.959616
Banana,109.0,67.43333333333334,16.049133333333334,0.962948
Banana,110.0,67.66666666666667,16.104666666666667,0.96628
Banana,111.0,67.9,16.160200000000003,0.9696120000000001
Banana,112.0,68.13333333333334,16.215733333333336,0.9729440000000001
Banana,113.0,68.36666666666666,16.271266666666666,0.9762759999999999
Banana,114.0,68.6,16.3268,0.9796079999999999
Banana,115.0,68.83333333333333,16.38233333333333,0.9829399999999999
Banana,116.0,69.06666666666666,16.437866666666665,0.9862719999999999
Banana,117.0,69.3,16.493399999999998,0.9896039999999999
Banana,118.0,69.53333333333333,16.54893333333333,0.9929359999999999
Banana,119.0,69.76666666666667,16.604466666666667,0.996268
Banana,120.0,70.0,16.660000000000004,0.9996000000000003
Banana,121.0,70.23333333333333,16.715533333333337,1.0029320000000004
Banana,122.0,70.46666666666667,16.771066666666666,1.006264
Banana,123.0,70.7,16.8266,1.009596
Banana,124.0,70.93333333333334,16.882133333333332,1.012928
Banana,125.0,71.16666666666667,16.937666666666665,1.0162599999999997
Banana,126.0,71.39999999999999,16.993199999999998,1.0195919999999998
Banana,127.0,71.63333333333334,17.048733333333338,1.0229240000000002
Banana,128.0,71.86666666666667,17.10426666666667,1.0262560000000003
Banana,129.0,72.10000000000001,17.159800000000004,1.0295880000000002
Banana,130.0,72.33333333333334,17.215333333333337,1.03292
Banana,131.0,72.56666666666666,17.270866666666667,1.036252
Banana,132.0,72.8,17.3264,1.0395839999999998
Banana,133.0,73.03333333333333,17.381933333333333,1.042916
Banana,134.0,73.26666666666667,17.437466666666666,1.0462479999999998
Banana,135.0,73.5,17.493,1.04958
Banana,136.0,73.73333333333333,17.548533333333335,1.052912
Banana,137.0,73.96666666666667,17.604066666666668,1.056244
Banana,138.0,74.2,17.6596,1.059576
Banana,139.0,74.43333333333334,17.715133333333334,1.062908
Banana,140.0,74.66666666666666,17.770666666666664,1.0662399999999999
Banana,141.0,74.89999999999999,17.8262,1.069572
Banana,142.0,75.13333333333333,17.881733333333333,1.072904
Banana,143.0,75.36666666666666,17.937266666666666,1.076236
Banana,144.0,75.60000000000001,17.992800000000006,1.0795680000000003
Banana,145.0,75.83333333333333,18.048333333333336,1.0829000000000002
Banana,146.0,76.06666666666666,18.10386666666667,1.086232
Banana,147.0,76.3,18.159399999999998,1.089564
Banana,148.0,76.53333333333333,18.21493333333333,1.0928959999999999
Banana,149.0,76.76666666666667,18.270466666666664,1.096228
Banana,150.0,77.0,18.326,1.09956
Banana,151.0,77.23333333333333,18.381533333333334,1.1028920000000002
Banana,152.0,77.46666666666667,18.437066666666666,1.1062239999999999
Banana,153.0,77.7,18.492600000000003,1.109556
Banana,154.0,77.93333333333334,18.548133333333336,1.112888
Banana,155.0,78.16666666666667,18.60366666666667,1.11622
Banana,156.0,78.4,18.659200000000002,1.119552
Banana,157.0,78.63333333333334,18.714733333333335,1.122884
Banana,158.0,78.86666666666666,18.770266666666668,1.126216
Banana,159.0,79.1,18.825799999999997,1.1295479999999998
Banana,160.0,79.33333333333333,18.88133333333333,1.1328799999999999
Banana,161.0,79.56666666666666,18.936866666666663,1.1362119999999998
Banana,162.0,79.8,18.9924,1.139544
Banana,163.0,80.03333333333333,19.047933333333333,1.142876
Banana,164.0,80.26666666666667,19.103466666666666,1.146208
Banana,165.0,80.5,19.159,1.14954
Banana,166.0,80.73333333333333,19.214533333333335,1.1528720000000001
Banana,167.0,80.96666666666667,19.27006666666667,1.1562040000000002
Banana,168.0,81.2,19.3256,1.1595360000000001
Banana,169.0,81.43333333333334,19.381133333333334,1.162868
Banana,170.0,81.66666666666667,19.43666666666667,1.1662000000000003
Banana,171.0,81.89999999999999,19.492199999999997,1.1695319999999998
Banana,172.0,82.13333333333334,19.547733333333333,1.1728640000000001
Banana,173.0,82.36666666666667,19.60326666666667,1.1761960000000002
Banana,174.0,82.60000000000001,19.658800000000003,1.1795280000000004
Banana,175.0,82.83333333333334,19.714333333333336,1.1828600000000002
Banana,176.0,83.06666666666666,19.769866666666665,1.186192
Banana,177.0,83.3,19.8254,1.189524
Banana,178.0,83.53333333333333,19.88093333333333,1.1928559999999997
Banana,179.0,83.76666666666667,19.936466666666668,1.196188
Banana,180.0,84.0,19.992,1.19952
